EmployeeID,Team,Role,Location,CourseTitle,CourseCategory,IsMandatory,EnrollmentDate,CompletionDate,CompletionStatus,Score,DurationMinutes,LastAccessDate,AccessedViaDevice,SkillScore_Communication,SkillScore_TechEfficiency,SkillScore_Teamwork,SkillGapFlag,FeedbackComment,FeedbackRating,UsedScreenReader,Course Completion Time,Average Skill Score,Completion Month
E11586,Housing Management,Lettings Coordinator,Civic Centre Hub,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,3-Jan-21,3-Nov-21,Completed,63,110,1-Feb-22,Mobile,1,5,3,Yes,Excellent content.,5,No,304,3,November
E14816,IT,Network Technician,Wythenshawe Central,System Troubleshooting,Systems Training,Yes,20-Jul-21,8-Aug-21,Completed,89,74,28-Sep-21,Mobile,1,5,2,Yes,Needs improvement.,1,No,19,4,August
E14703,Customer Support,Support Specialist,Wythenshawe Central,Handling Difficult Conversations,Soft Skills,Yes,23-Nov-22,13-Dec-22,Completed,68,57,29-Dec-22,Mobile,2,5,2,Yes,Excellent content.,5,No,20,5,December
E15637,Repairs,Electrician,Trafford Branch,Manual Handling,Compliance,Yes,21-Aug-24,30-Aug-24,Completed,77,119,5-Oct-24,Tablet,4,5,2,Yes,Needs improvement.,1,No,9,7,August
E14576,Customer Support,Contact Centre Agent,Northfield Office,Handling Difficult Conversations,Soft Skills,Yes,28-Jan-21,5-Feb-21,Completed,88,82,4-Apr-21,Desktop,1,5,4,Yes,Too basic.,2,No,8,2,February
E11041,IT,Network Technician,Northfield Office,System Troubleshooting,Systems Training,Yes,4-Sep-19,15-Sep-19,Completed,72,65,21-Dec-19,Tablet,1,5,3,Yes,Great course.,4,No,11,3,September
E12314,Repairs,Plumber,Northfield Office,Electrical Safety,Health & Safety,Yes,14-Nov-18,21-Nov-18,Completed,62,53,23-Dec-18,Desktop,1,5,2,Yes,Excellent content.,5,No,7,4,November
E18160,IT,Network Technician,Civic Centre Hub,Cybersecurity Essentials,Systems Training,Yes,5-Jun-23,23-Jun-23,Completed,84,91,21-Sep-23,Mobile,1,5,4,Yes,Excellent content.,5,No,18,2,June
E13967,Housing Management,Lettings Coordinator,Civic Centre Hub,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,13-Jan-20,31-Jan-20,Completed,81,56,26-Apr-20,Mobile,2,5,4,Yes,Too basic.,2,No,18,3,January
E16738,Repairs,Electrician,Northfield Office,Manual Handling,Compliance,Yes,10-Jun-18,17-Oct-18,Completed,81,86,24-Nov-18,Desktop,2,5,3,Yes,Very useful.,4,No,129,4,October
E12695,Facilities,Building Services Assistant,Northfield Office,Health & Safety Basics,Health & Safety,Yes,13-Aug-24,19-Aug-24,Completed,86,112,9-Nov-24,Mobile,3,5,2,Yes,Great course.,4,No,6,6,August
E17925,Facilities,Cleaner,Northfield Office,Cleaning Protocols,Health & Safety,Yes,23-Mar-21,2-Apr-21,Completed,60,76,6-Apr-21,Desktop,5,5,2,Yes,Needs improvement.,1,No,10,8,April
E19544,Repairs,Plumber,Civic Centre Hub,Manual Handling,Compliance,Yes,27-Dec-20,15-Jan-21,Completed,83,84,2-Feb-21,Mobile,1,5,5,Yes,Great course.,4,No,19,1,January
E13729,Repairs,Electrician,Civic Centre Hub,Electrical Safety,Health & Safety,Yes,22-Jan-22,6-Feb-22,Completed,100,91,10-May-22,Mobile,3,5,2,Yes,Too basic.,2,No,15,6,February
E19053,Customer Support,Contact Centre Agent,Trafford Branch,Handling Difficult Conversations,Soft Skills,Yes,9-Nov-21,26-Nov-21,Completed,86,43,21-Dec-21,Mobile,3,5,2,Yes,Excellent content.,5,No,17,6,November
E11076,IT,Network Technician,Civic Centre Hub,Cybersecurity Essentials,Systems Training,Yes,5-Jun-21,25-Jun-21,Completed,83,79,7-Sep-21,Desktop,1,5,4,Yes,Very useful.,4,No,20,2,June
E19516,Housing Management,Lettings Coordinator,Northfield Office,Conflict Resolution,Soft Skills,Yes,7-Aug-22,25-Aug-22,Completed,63,30,17-Nov-22,Tablet,1,5,4,Yes,Too basic.,2,No,18,2,August
E13393,Facilities,Facilities Manager,Wythenshawe Central,Building Maintenance,Health & Safety,Yes,19-Jul-19,28-Jul-19,Completed,66,58,7-Aug-19,Desktop,3,3,5,No,Too basic.,2,No,9,1,July
E13518,Customer Support,Contact Centre Agent,Wythenshawe Central,Effective Communication,Soft Skills,Yes,6-Apr-23,24-Apr-23,Completed,99,80,16-Jun-23,Tablet,3,3,4,No,Great course.,4,No,18,2,April
E15354,Customer Support,Customer Service Advisor,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,7-Feb-22,19-Jul-22,Completed,75,74,19-Oct-22,Tablet,5,3,5,No,Very useful.,4,No,162,3,July
E17004,Housing Management,Tenancy Support Officer,Wythenshawe Central,Safeguarding Adults,Compliance,Yes,4-May-23,6-May-23,Completed,65,63,20-Jul-23,Mobile,4,3,5,No,Great course.,4,No,2,2,May
E13274,Repairs,Maintenance Technician,Trafford Branch,Fire Safety,Compliance,Yes,26-Jan-20,15-Feb-20,Completed,69,54,31-Mar-20,Mobile,5,3,4,No,Very useful.,4,No,20,4,February
E16675,Repairs,Maintenance Technician,Trafford Branch,Manual Handling,Compliance,Yes,13-Jul-22,27-Jul-22,Completed,94,109,25-Aug-22,Mobile,4,3,4,No,Great course.,4,No,14,3,July
E18374,Housing Management,Housing Officer,Trafford Branch,Safeguarding Adults,Compliance,Yes,5-Mar-20,5-Aug-20,Completed,91,44,7-Sep-20,Mobile,4,3,4,No,Too basic.,2,No,153,3,August
E15513,IT,Network Technician,Trafford Branch,Cybersecurity Essentials,Systems Training,Yes,30-Nov-20,13-Dec-20,Completed,86,90,8-Feb-21,Desktop,5,3,4,No,Needs improvement.,1,No,13,4,December
E12407,Finance,Finance Analyst,Trafford Branch,Financial Regulations,Finance,Yes,23-May-18,11-Jun-18,Completed,64,58,25-Jun-18,Tablet,4,3,3,No,Too basic.,2,No,19,4,June
E14627,Facilities,Building Services Assistant,Civic Centre Hub,Health & Safety Basics,Health & Safety,Yes,19-Mar-24,2-Apr-24,Completed,60,77,5-Jun-24,Mobile,4,3,3,No,Excellent content.,5,No,14,4,April
E11659,IT,IT Support Officer,Trafford Branch,Cybersecurity Essentials,Systems Training,Yes,18-Jan-20,29-Jan-20,Completed,88,89,12-Feb-20,Tablet,4,3,5,No,Too basic.,2,No,11,2,January
E13368,IT,IT Support Officer,Trafford Branch,System Troubleshooting,Systems Training,Yes,15-Apr-18,21-Apr-18,Completed,78,59,2-Jun-18,Desktop,5,3,3,No,Very useful.,4,No,6,5,April
E12168,IT,Systems Analyst,Northfield Office,System Troubleshooting,Systems Training,Yes,15-Aug-24,26-Aug-24,Completed,71,36,14-Nov-24,Mobile,3,3,4,No,Great course.,4,No,11,2,August
E17837,Finance,Finance Analyst,Trafford Branch,GDPR Basics,Compliance,Yes,22-May-23,25-May-23,Completed,85,84,11-Jun-23,Mobile,3,3,5,No,Excellent content.,5,No,3,1,May
E11506,Repairs,Electrician,Trafford Branch,Electrical Safety,Health & Safety,Yes,4-Aug-24,21-Aug-24,Completed,99,74,13-Oct-24,Tablet,3,3,5,No,Too basic.,2,No,17,1,August
E17556,Customer Support,Support Specialist,Trafford Branch,Handling Difficult Conversations,Soft Skills,Yes,29-Apr-19,4-May-19,Completed,99,31,11-Aug-19,Mobile,5,3,3,No,Great course.,4,No,5,5,May
E18754,Repairs,Plumber,Northfield Office,Fire Safety,Compliance,Yes,15-Jun-21,24-Jun-21,Completed,85,75,25-Jun-21,Tablet,5,3,5,No,Excellent content.,5,No,9,3,June
E19187,Facilities,Building Services Assistant,Trafford Branch,Health & Safety Basics,Health & Safety,Yes,28-Jun-23,3-Jul-23,Completed,99,34,26-Aug-23,Tablet,4,3,5,No,Too basic.,2,No,5,2,July
E15751,Customer Support,Contact Centre Agent,Civic Centre Hub,Handling Difficult Conversations,Soft Skills,Yes,26-Jan-21,1-Feb-21,Completed,64,120,3-Feb-21,Tablet,4,3,4,No,Too basic.,2,No,6,3,February
E18322,Housing Management,Tenancy Support Officer,Trafford Branch,Conflict Resolution,Soft Skills,Yes,29-Dec-23,13-Jan-24,Completed,90,32,5-Apr-24,Desktop,3,3,3,No,Too basic.,2,No,15,3,January
E19180,Facilities,Cleaner,Wythenshawe Central,Cleaning Protocols,Health & Safety,Yes,23-Apr-20,3-May-20,Completed,98,62,11-Jun-20,Mobile,5,3,5,No,Very useful.,4,No,10,3,May
E18055,Customer Support,Support Specialist,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,5-Sep-22,15-Sep-22,Completed,95,117,24-Sep-22,Tablet,3,3,3,No,Too basic.,2,No,10,3,September
E13605,Facilities,Facilities Manager,Trafford Branch,Cleaning Protocols,Health & Safety,Yes,3-Jul-21,14-Jul-21,Completed,90,66,24-Jul-21,Desktop,3,3,4,No,Great course.,4,No,11,2,July
E12250,Housing Management,Tenancy Support Officer,Civic Centre Hub,Conflict Resolution,Soft Skills,Yes,17-Feb-21,27-Feb-21,Completed,86,36,14-May-21,Mobile,5,3,4,No,Needs improvement.,1,No,10,4,February
E13122,IT,Systems Analyst,Wythenshawe Central,System Troubleshooting,Systems Training,Yes,29-Mar-22,4-Jun-22,Completed,97,120,27-Jun-22,Desktop,4,3,4,No,Excellent content.,5,No,67,3,June
E13172,Finance,Finance Analyst,Wythenshawe Central,GDPR Basics,Compliance,Yes,22-Sep-21,8-Oct-21,Completed,63,52,29-Oct-21,Desktop,5,3,5,No,Excellent content.,5,No,16,3,October
E13984,Repairs,Maintenance Technician,Wythenshawe Central,Manual Handling,Compliance,Yes,31-Oct-18,20-Nov-18,Completed,71,115,11-Jan-19,Tablet,5,3,4,No,Very useful.,4,No,20,4,November
E12775,Housing Management,Housing Officer,Trafford Branch,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,23-Jan-20,2-Mar-20,Completed,60,54,21-Mar-20,Desktop,3,3,3,No,Excellent content.,5,No,39,3,March
E18576,Customer Support,Contact Centre Agent,Northfield Office,Effective Communication,Soft Skills,Yes,6-Jun-24,20-Jun-24,Completed,63,36,21-Aug-24,Desktop,4,3,3,No,Excellent content.,5,No,14,4,June
E11220,Customer Support,Contact Centre Agent,Wythenshawe Central,Handling Difficult Conversations,Soft Skills,Yes,6-Feb-23,20-Jun-23,Completed,87,114,23-Jul-23,Desktop,3,3,5,No,Needs improvement.,1,No,134,1,June
E18506,IT,IT Support Officer,Civic Centre Hub,Data Protection,Systems Training,Yes,20-Aug-18,1-Sep-18,Completed,78,79,26-Nov-18,Desktop,3,3,4,No,Needs improvement.,1,No,12,2,September
E12314,Repairs,Plumber,Northfield Office,Electrical Safety,Health & Safety,Yes,20-Oct-18,6-Nov-18,Completed,65,92,23-Nov-18,Mobile,3,3,3,No,Needs improvement.,1,No,17,3,November
E17033,Customer Support,Contact Centre Agent,Wythenshawe Central,Customer Service Skills,Soft Skills,Yes,31-Aug-22,9-Sep-22,Completed,74,79,30-Oct-22,Desktop,5,3,5,No,Excellent content.,5,No,9,3,September
E15228,Finance,Payroll Specialist,Civic Centre Hub,Payroll Compliance,Compliance,Yes,6-Oct-18,16-Oct-18,Completed,77,47,12-Dec-18,Tablet,5,3,3,No,Great course.,4,No,10,5,October
E17496,Finance,Payroll Specialist,Wythenshawe Central,Financial Regulations,Finance,Yes,15-Feb-24,19-Feb-24,Completed,65,80,6-Apr-24,Mobile,4,3,4,No,Excellent content.,5,No,4,3,February
E15488,Finance,Accounts Officer,Northfield Office,Payroll Compliance,Compliance,Yes,14-Jun-22,16-Jun-22,Completed,68,87,2-Aug-22,Desktop,4,3,4,No,Too basic.,2,No,2,3,June
E11382,IT,IT Support Officer,Northfield Office,Data Protection,Systems Training,Yes,24-Nov-19,6-Dec-19,Completed,91,103,10-Dec-19,Tablet,3,3,4,No,Very useful.,4,No,12,2,December
E12284,IT,Systems Analyst,Civic Centre Hub,Data Protection,Systems Training,Yes,1-Oct-21,7-Oct-21,Completed,86,103,1-Dec-21,Tablet,5,3,3,No,Excellent content.,5,No,6,5,October
E12686,Facilities,Cleaner,Civic Centre Hub,Cleaning Protocols,Health & Safety,Yes,22-Sep-23,30-Sep-23,Completed,66,57,3-Dec-23,Mobile,3,3,4,No,Excellent content.,5,No,8,2,September
E16182,Facilities,Building Services Assistant,Northfield Office,Cleaning Protocols,Health & Safety,Yes,7-Mar-20,7-Jun-20,Completed,85,57,1-Aug-20,Tablet,4,3,4,No,Too basic.,2,No,92,3,June
E18249,Housing Management,Lettings Coordinator,Civic Centre Hub,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,3-Jul-24,3-Sep-24,Completed,64,104,5-Dec-24,Mobile,4,3,3,No,Too basic.,2,No,62,4,September
E11670,IT,IT Support Officer,Northfield Office,Data Protection,Systems Training,Yes,16-May-18,21-May-18,Completed,64,55,27-Jul-18,Mobile,4,3,5,No,Needs improvement.,1,No,5,2,May
E12394,Finance,Accounts Officer,Northfield Office,Payroll Compliance,Compliance,Yes,10-Sep-21,10-Nov-21,Completed,83,96,13-Feb-22,Desktop,3,3,4,No,Too basic.,2,No,61,2,November
E13468,Customer Support,Customer Service Advisor,Trafford Branch,Handling Difficult Conversations,Soft Skills,Yes,28-Mar-21,4-Apr-21,Completed,60,110,8-Apr-21,Desktop,4,3,3,No,Excellent content.,5,No,7,4,April
E13148,Customer Support,Contact Centre Agent,Northfield Office,Customer Service Skills,Soft Skills,Yes,8-May-20,8-Aug-20,Completed,62,115,27-Aug-20,Mobile,3,3,4,No,Great course.,4,No,92,2,August
E15027,Facilities,Cleaner,Northfield Office,Building Maintenance,Health & Safety,Yes,18-May-23,23-May-23,Completed,87,66,26-May-23,Desktop,4,3,3,No,Needs improvement.,1,No,5,4,May
E15009,Customer Support,Customer Service Advisor,Northfield Office,Customer Service Skills,Soft Skills,Yes,10-Mar-24,22-Mar-24,Completed,89,102,8-May-24,Tablet,5,3,5,No,Needs improvement.,1,No,12,3,March
E17062,Housing Management,Housing Officer,Civic Centre Hub,Conflict Resolution,Soft Skills,Yes,24-Oct-19,10-Nov-19,Completed,65,106,19-Dec-19,Desktop,4,3,3,No,Too basic.,2,No,17,4,November
E12775,Housing Management,Housing Officer,Trafford Branch,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,15-Apr-20,24-Apr-20,Completed,62,102,3-May-20,Desktop,5,3,5,No,Great course.,4,No,9,3,April
E17366,Facilities,Building Services Assistant,Civic Centre Hub,Health & Safety Basics,Health & Safety,Yes,22-Jun-24,9-Jul-24,Completed,91,89,22-Sep-24,Mobile,5,3,3,No,Great course.,4,No,17,5,July
E14696,Facilities,Cleaner,Northfield Office,Cleaning Protocols,Health & Safety,Yes,18-Oct-24,28-Oct-24,Completed,66,65,11-Jan-25,Mobile,3,3,5,No,Needs improvement.,1,No,10,1,October
E18912,Facilities,Facilities Manager,Northfield Office,Building Maintenance,Health & Safety,Yes,2-Mar-20,9-Mar-20,Completed,70,69,20-May-20,Desktop,3,3,5,No,Excellent content.,5,No,7,1,March
E19480,Facilities,Building Services Assistant,Civic Centre Hub,Health & Safety Basics,Health & Safety,Yes,20-Jun-19,24-Jun-19,Completed,82,52,28-Jun-19,Desktop,3,3,5,No,Needs improvement.,1,No,4,1,June
E13443,Customer Support,Support Specialist,Trafford Branch,Customer Service Skills,Soft Skills,Yes,13-Apr-22,23-Apr-22,Completed,73,79,24-Apr-22,Tablet,5,3,3,No,Excellent content.,5,No,10,5,April
E16700,IT,Network Technician,Civic Centre Hub,Data Protection,Systems Training,Yes,16-Aug-21,24-Aug-21,Completed,100,62,22-Oct-21,Desktop,4,3,5,No,Needs improvement.,1,No,8,2,August
E13801,Finance,Accounts Officer,Northfield Office,Payroll Compliance,Compliance,Yes,12-Feb-19,12-Sep-19,Completed,75,35,2-Dec-19,Desktop,5,3,3,No,Very useful.,4,No,212,5,September
E12272,Repairs,Maintenance Technician,Wythenshawe Central,Fire Safety,Compliance,Yes,11-Aug-24,26-Nov-24,Completed,88,87,22-Dec-24,Desktop,3,3,3,No,Great course.,4,No,107,3,November
E12115,Finance,Payroll Specialist,Trafford Branch,Financial Regulations,Finance,Yes,10-Feb-19,10-Dec-19,Completed,76,55,15-Mar-20,Desktop,5,3,4,No,Too basic.,2,No,303,4,December
E19774,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,Yes,7-May-21,22-Jul-21,Completed,86,95,12-Aug-21,Mobile,5,3,3,No,Excellent content.,5,No,76,5,July
E19003,Finance,Finance Analyst,Trafford Branch,Financial Regulations,Finance,Yes,1-Oct-19,19-Oct-19,Completed,93,115,22-Jan-20,Tablet,3,3,5,No,Excellent content.,5,No,18,1,October
E15950,Finance,Payroll Specialist,Trafford Branch,Financial Regulations,Finance,Yes,16-Sep-19,27-Sep-19,Completed,81,109,13-Nov-19,Tablet,5,3,4,No,Too basic.,2,No,11,4,September
E17090,Housing Management,Housing Officer,Civic Centre Hub,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,29-Jun-20,15-Jul-20,Completed,83,104,14-Oct-20,Desktop,4,3,3,No,Excellent content.,5,No,16,4,July
E13767,Repairs,Maintenance Technician,Wythenshawe Central,Electrical Safety,Health & Safety,Yes,16-Sep-23,29-Sep-23,Completed,76,65,27-Dec-23,Desktop,3,3,3,No,Needs improvement.,1,No,13,3,September
E19601,Customer Support,Contact Centre Agent,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,29-May-24,31-May-24,Completed,64,79,30-Jun-24,Tablet,4,3,5,No,Excellent content.,5,No,2,2,May
E12203,Housing Management,Housing Officer,Northfield Office,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,15-Oct-20,30-Oct-20,Completed,70,119,4-Feb-21,Mobile,5,3,4,No,Great course.,4,No,15,4,October
E12314,Repairs,Plumber,Northfield Office,Electrical Safety,Health & Safety,Yes,19-Nov-18,24-Nov-18,Completed,84,115,30-Jan-19,Mobile,4,3,5,No,Excellent content.,5,No,5,2,November
E18241,Housing Management,Housing Officer,Northfield Office,Conflict Resolution,Soft Skills,Yes,8-May-21,22-Aug-21,Completed,68,96,28-Sep-21,Mobile,5,3,4,No,Excellent content.,5,No,106,4,August
E17381,Housing Management,Housing Officer,Civic Centre Hub,Conflict Resolution,Soft Skills,Yes,3-Jun-22,10-Jun-22,Completed,63,100,15-Sep-22,Mobile,5,3,4,No,Great course.,4,No,7,4,June
E18026,Finance,Payroll Specialist,Northfield Office,GDPR Basics,Compliance,Yes,14-Aug-21,24-Aug-21,Completed,76,94,13-Oct-21,Tablet,3,3,3,No,Great course.,4,No,10,3,August
E18241,Housing Management,Housing Officer,Northfield Office,Conflict Resolution,Soft Skills,Yes,19-Jun-21,1-Jul-21,Completed,89,64,18-Jul-21,Desktop,5,3,5,No,Great course.,4,No,12,3,July
E19516,Housing Management,Lettings Coordinator,Northfield Office,Conflict Resolution,Soft Skills,Yes,21-Jul-22,29-Jul-22,Completed,94,73,25-Sep-22,Tablet,5,4,4,No,Excellent content.,5,No,8,5,July
E19447,Facilities,Building Services Assistant,Wythenshawe Central,Health & Safety Basics,Health & Safety,Yes,6-Jan-24,19-Jun-24,Completed,67,78,13-Sep-24,Mobile,4,4,5,No,Needs improvement.,1,No,165,3,June
E12302,Housing Management,Housing Officer,Wythenshawe Central,Safeguarding Adults,Compliance,Yes,22-Feb-22,24-Feb-22,Completed,88,86,4-May-22,Tablet,4,4,3,No,Excellent content.,5,No,2,5,February
E12205,Repairs,Plumber,Wythenshawe Central,Fire Safety,Compliance,Yes,28-Apr-19,15-May-19,Completed,72,42,3-Aug-19,Desktop,5,4,5,No,Too basic.,2,No,17,4,May
E18967,Finance,Accounts Officer,Trafford Branch,Financial Regulations,Finance,Yes,12-Mar-22,17-Mar-22,Completed,69,37,23-Apr-22,Mobile,5,4,3,No,Too basic.,2,No,5,6,March
E19162,Facilities,Building Services Assistant,Northfield Office,Building Maintenance,Health & Safety,Yes,24-Sep-20,3-Oct-20,Completed,71,82,26-Dec-20,Desktop,3,4,5,No,Too basic.,2,No,9,2,October
E14946,IT,Network Technician,Civic Centre Hub,Data Protection,Systems Training,Yes,4-Mar-20,18-Apr-20,Completed,74,90,24-Apr-20,Mobile,3,4,4,No,Needs improvement.,1,No,45,3,April
E11037,Repairs,Maintenance Technician,Wythenshawe Central,Manual Handling,Compliance,Yes,10-Feb-24,25-Feb-24,Completed,70,98,26-Apr-24,Mobile,4,4,5,No,Needs improvement.,1,No,15,3,February
E15143,IT,IT Support Officer,Civic Centre Hub,System Troubleshooting,Systems Training,Yes,7-Aug-23,21-Aug-23,Completed,64,80,1-Nov-23,Desktop,5,4,5,No,Too basic.,2,No,14,4,August
E12038,IT,Systems Analyst,Trafford Branch,System Troubleshooting,Systems Training,Yes,27-Feb-21,2-Mar-21,Completed,66,90,8-Jun-21,Mobile,3,4,5,No,Great course.,4,No,3,2,March
E18964,Facilities,Cleaner,Northfield Office,Health & Safety Basics,Health & Safety,Yes,16-Jun-21,1-Jul-21,Completed,81,42,19-Sep-21,Mobile,4,4,3,No,Excellent content.,5,No,15,5,July
E17556,Customer Support,Support Specialist,Trafford Branch,Handling Difficult Conversations,Soft Skills,Yes,2-Mar-19,7-Mar-19,Completed,98,45,3-Apr-19,Desktop,5,4,5,No,Too basic.,2,No,5,4,March
E18978,IT,Network Technician,Wythenshawe Central,Cybersecurity Essentials,Systems Training,Yes,21-Apr-20,8-May-20,Completed,96,38,15-Jul-20,Desktop,4,4,3,No,Too basic.,2,No,17,5,May
E12174,Housing Management,Housing Officer,Wythenshawe Central,Conflict Resolution,Soft Skills,Yes,27-Mar-24,13-Apr-24,Completed,62,90,9-Jun-24,Tablet,5,4,3,No,Very useful.,4,No,17,6,April
E12235,Finance,Payroll Specialist,Northfield Office,GDPR Basics,Compliance,Yes,18-Jan-22,21-Jan-22,Completed,82,80,9-Mar-22,Mobile,4,4,5,No,Excellent content.,5,No,3,3,January
E12073,IT,IT Support Officer,Northfield Office,System Troubleshooting,Systems Training,Yes,31-May-20,16-Jun-20,Completed,96,94,3-Sep-20,Desktop,5,4,4,No,Too basic.,2,No,16,5,June
E13118,Housing Management,Housing Officer,Wythenshawe Central,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,11-Sep-23,29-Sep-23,Completed,70,96,3-Jan-24,Mobile,4,4,5,No,Excellent content.,5,No,18,3,September
E11246,Housing Management,Tenancy Support Officer,Wythenshawe Central,Tenant Rights & Responsibilities,Organizational Onboarding,Yes,7-Jan-19,20-Jan-19,Completed,70,36,18-Apr-19,Desktop,5,4,3,No,Great course.,4,No,13,6,January
E12303,Facilities,Cleaner,Trafford Branch,Cleaning Protocols,Health & Safety,Yes,23-Jan-20,30-Jan-20,Completed,63,103,19-Feb-20,Mobile,4,4,3,No,Needs improvement.,1,No,7,5,January
E16180,IT,IT Support Officer,Trafford Branch,Data Protection,Systems Training,Yes,22-Jul-22,24-Jul-22,Completed,66,116,24-Sep-22,Tablet,4,4,5,No,Too basic.,2,No,2,3,July
E19684,Facilities,Cleaner,Trafford Branch,Building Maintenance,Health & Safety,Yes,29-Jul-24,7-Aug-24,Completed,77,53,18-Sep-24,Tablet,3,4,4,No,Needs improvement.,1,No,9,3,August
E19774,Repairs,Maintenance Technician,Civic Centre Hub,Manual Handling,Compliance,Yes,7-Jul-21,25-Jul-21,Completed,74,87,16-Oct-21,Tablet,5,4,5,No,Too basic.,2,No,18,4,July
E11333,IT,Network Technician,Northfield Office,Cybersecurity Essentials,Systems Training,Yes,9-May-24,24-May-24,Completed,62,80,12-Jul-24,Desktop,3,4,4,No,Excellent content.,5,No,15,3,May
E15683,Customer Support,Support Specialist,Civic Centre Hub,Handling Difficult Conversations,Soft Skills,Yes,24-Jan-24,2-Jul-24,Completed,70,88,12-Sep-24,Mobile,5,4,5,No,Excellent content.,5,No,160,4,July
E13170,Repairs,Maintenance Technician,Wythenshawe Central,Fire Safety,Compliance,Yes,11-Dec-19,22-Dec-19,Completed,87,95,9-Mar-20,Tablet,5,4,4,No,Great course.,4,No,11,5,December
E19876,Customer Support,Contact Centre Agent,Wythenshawe Central,Handling Difficult Conversations,Soft Skills,Yes,4-Aug-22,18-Aug-22,Completed,96,46,11-Oct-22,Mobile,5,4,3,No,Needs improvement.,1,No,14,6,August
E14156,Repairs,Electrician,Civic Centre Hub,Fire Safety,Compliance,Yes,2-Apr-20,14-Apr-20,Completed,87,71,27-May-20,Mobile,5,4,3,No,Excellent content.,5,No,12,6,April
E17198,IT,Network Technician,Civic Centre Hub,Cybersecurity Essentials,Systems Training,Yes,5-Jan-21,25-Jan-21,Completed,65,52,15-Apr-21,Desktop,3,4,3,No,Very useful.,4,No,20,4,January
E18576,Customer Support,Support Specialist,Northfield Office,Handling Difficult Conversations,Soft Skills,Yes,6-Apr-22,22-Apr-22,Completed,89,53,21-Jul-22,Tablet,5,4,3,No,Very useful.,4,No,16,6,April
E11947,Facilities,Building Services Assistant,Northfield Office,Health & Safety Basics,Health & Safety,Yes,6-Jan-20,6-Jul-20,Completed,97,74,18-Aug-20,Desktop,4,4,3,No,Needs improvement.,1,No,182,5,July
E14324,Customer Support,Support Specialist,Civic Centre Hub,Customer Service Skills,Soft Skills,Yes,11-Mar-20,30-Mar-20,Completed,76,73,19-Jun-20,Tablet,3,4,5,No,Great course.,4,No,19,2,March
E12073,IT,IT Support Officer,Northfield Office,System Troubleshooting,Systems Training,Yes,27-Mar-20,14-Apr-20,Completed,64,98,30-May-20,Desktop,5,4,3,No,Excellent content.,5,No,18,6,April
E16089,Repairs,Electrician,Trafford Branch,Manual Handling,Compliance,Yes,11-Jul-19,11-Sep-19,Completed,98,96,20-Dec-19,Mobile,4,4,5,No,Too basic.,2,No,62,3,September
E18133,IT,Network Technician,Trafford Branch,Data Protection,Systems Training,Yes,27-Apr-18,12-May-18,Completed,66,31,19-Jul-18,Desktop,5,4,4,No,Very useful.,4,No,15,5,May
E11382,IT,IT Support Officer,Northfield Office,Data Protection,Systems Training,Yes,9-Sep-19,24-Sep-19,Completed,62,74,3-Dec-19,Desktop,4,4,3,No,Needs improvement.,1,No,15,5,September
E14576,Customer Support,Contact Centre Agent,Northfield Office,Handling Difficult Conversations,Soft Skills,Yes,12-Apr-20,12-Oct-20,Completed,98,61,11-Dec-20,Desktop,4,4,4,No,Excellent content.,5,No,183,4,October
E14648,Finance,Finance Analyst,Civic Centre Hub,Financial Regulations,Finance,Yes,20-Mar-23,3-Apr-23,Completed,93,77,2-May-23,Tablet,4,4,5,No,Great course.,4,No,14,3,April
E17176,Customer Support,Support Specialist,Trafford Branch,Handling Difficult Conversations,Soft Skills,Yes,20-Aug-21,6-Sep-21,Completed,91,102,12-Sep-21,Desktop,5,4,4,No,Needs improvement.,1,No,17,5,September
E14516,Finance,Payroll Specialist,Trafford Branch,GDPR Basics,Compliance,Yes,2-Apr-21,6-Apr-21,Completed,66,36,21-May-21,Desktop,3,4,5,No,Very useful.,4,No,4,2,April
E13705,Customer Support,Support Specialist,Northfield Office,Handling Difficult Conversations,Soft Skills,Yes,23-Oct-21,25-Oct-21,Completed,97,77,1-Dec-21,Desktop,5,4,3,No,Too basic.,2,No,2,6,October
E12527,Repairs,Plumber,Northfield Office,Electrical Safety,Health & Safety,Yes,10-May-23,23-May-23,Completed,66,117,18-Jul-23,Tablet,5,4,3,No,Needs improvement.,1,No,13,6,May
E13360,IT,Network Technician,Northfield Office,Cybersecurity Essentials,Systems Training,Yes,9-Apr-20,18-Sep-20,Completed,90,89,26-Dec-20,Tablet,5,4,5,No,Too basic.,2,No,162,4,September
E18210,Finance,Accounts Officer,Trafford Branch,Payroll Compliance,Compliance,Yes,31-May-23,18-Jun-23,Completed,82,88,26-Aug-23,Desktop,4,4,3,No,Too basic.,2,No,18,5,June
